#id: 243
#name: S.cerevisiae - Whole organism, SC (GPM,Aug,2014)
#score: 22.88
#weight: 90%
#description: abundance based on Spectral counting, from<a href="http://www.thegpm.org/" target="_blank">GPM,Aug,2014</a><br/><b>Interaction consistency score</b>: 22.88&nbsp<b>Coverage</b>: 79
#organ: WHOLE_ORGANISM
#integrated: false
#coverage: 79
#publication_year: 2014
#filename: 4932-GPM_201408.txt
#
#internal_id	string_external_id	abundance	raw_spectral_count
631666	4932.YHR104W	188	8971
630415	4932.YEL001C	81.1	521
632107	4932.YJL062W	1.73	116
630486	4932.YEL060C	102	5654
629823	4932.YDL248W	1.48	353
630395	4932.YDR527W	19.0	812
630899	4932.YGL012W	27.6	1400
630113	4932.YDR265W	29.7	1462
632033	4932.YIR031C	29.3	2730
633015	4932.YLR144C	7.4	607
635445	4932.YPR191W	529	22566
633068	4932.YLR179C	419	8945
632187	4932.YJL136C	3190	50530
631488	4932.YHL008C	1.96	114
634200	4932.YNL289W	2.71	84
632543	4932.YKL087C	5.85	108
630053	4932.YDR210W-B	35.9	166493
630360	4932.YDR497C	42.0	1411
633466	4932.YML074C	305	8947
634093	4932.YNL185C	76.8	1055
634608	4932.YOR085W	29.3	957
630067	4932.YDR224C	2752	46812
632827	4932.YLL029W	29.9	2225
634180	4932.YNL272C	14.2	808
635172	4932.YPL224C	7.46	364
633529	4932.YML131W	37.2	1311
634135	4932.YNL227C	6.82	398
634091	4932.YNL183C	61.1	4880
633131	4932.YLR239C	6.67	255
631274	4932.YGR109C	2.57	119
629133	4932.YBR083W	7.13	252
632487	4932.YKL034W	0.9	66
634830	4932.YOR297C	5.28	81
635161	4932.YPL214C	11.6	616
628783	4932.Q0115	0.029	6
632450	4932.YKL001C	94.7	2235
631309	4932.YGR140W	4.76	533
628992	4932.YBL069W	19.3	1128
631636	4932.YHR076W	65.1	2072
634046	4932.YNL141W	98.7	4615
629643	4932.YDL079C	0.789	103
632600	4932.YKL139W	8.66	531
631728	4932.YHR161C	9.77	306
634029	4932.YNL126W	1.51	159
629111	4932.YBR062C	3.36	88
635260	4932.YPR022C	1.93	215
629175	4932.YBR120C	101	749
633267	4932.YLR363C	5.19	121
633746	4932.YMR192W	16.1	1280
632964	4932.YLR095C	15.2	825
629915	4932.YDR085C	0.339	17
635016	4932.YPL075W	2.72	245
634583	4932.YOR063W	2969	87869
635231	4932.YPL281C	80.4	10795
630974	4932.YGL084C	9.68	667
629347	4932.YBR275C	2.93	697
629030	4932.YBL101C	29.7	2711
631634	4932.YHR074W	54.7	4584
629645	4932.YDL081C	1966	19156
632849	4932.YLL051C	1.51	78
631925	4932.YIL108W	40.4	3231
632323	4932.YJR040W	4.0	302
631093	4932.YGL200C	78.6	2148
629762	4932.YDL189W	13.6	316
629047	4932.YBR003W	14.5	913
630355	4932.YDR492W	1.72	42
634339	4932.YOL005C	101	1248
631223	4932.YGR059W	0.059	24
632848	4932.YLL050C	1055	17782
629010	4932.YBL085W	25.6	2205
632433	4932.YJR147W	0.967	32
635271	4932.YPR033C	249	14473
634597	4932.YOR074C	42.3	1502
629482	4932.YCR030C	62.6	4581
632291	4932.YJR009C	9746	764088
631162	4932.YGR004W	5.71	253
633491	4932.YML097C	24.6	1081
631014	4932.YGL123W	2446	53210
635205	4932.YPL255W	2.99	135
635183	4932.YPL235W	108	7312
632505	4932.YKL052C	13.3	427
633351	4932.YLR438W	308	14835
633986	4932.YNL086W	4.03	20
633868	4932.YMR304C-A	0.32	31
632795	4932.YKR104W	1.69	247
628867	4932.YAL062W	138	20690
635282	4932.YPR043W	2748	34274
629886	4932.YDR057W	5.05	335
631863	4932.YIL051C	1008	17200
629576	4932.YDL014W	938	22222
634419	4932.YOL080C	24.5	611
633552	4932.YMR016C	23.7	1205
631702	4932.YHR137W	91.1	4279
631010	4932.YGL120C	85.5	6638
629206	4932.YBR146W	32.9	839
632015	4932.YIR018W	0.26	6
629716	4932.YDL147W	115	4917
632522	4932.YKL067W	442	7000
632401	4932.YJR117W	44.5	2712
634712	4932.YOR184W	335	13905
632099	4932.YJL054W	27.1	1342
630822	4932.YFR003C	59.2	861
630429	4932.YEL013W	76.0	4305
633166	4932.YLR271W	2.79	83
635268	4932.YPR030W	0.728	72
631178	4932.YGR020C	289	2660
629427	4932.YCL050C	363	12971
631261	4932.YGR096W	0.639	23
632242	4932.YJL189W	19037	2499
630420	4932.YEL006W	1.35	60
634946	4932.YPL006W	6.12	744
634659	4932.YOR136W	556	13781
629213	4932.YBR153W	4.13	76
635203	4932.YPL253C	0.47	52
631507	4932.YHL023C	3.9	372
631277	4932.YGR110W	0.261	15
631586	4932.YHR039C	63.9	4559
635063	4932.YPL120W	4.85	272
632567	4932.YKL107W	2.44	98
630646	4932.YER112W	545	4403
633953	4932.YNL054W-A	1007	1716497
633149	4932.YLR256W-A	1061	1926156
631735	4932.YHR167W	21.6	465
630920	4932.YGL032C	0.793	8
633641	4932.YMR099C	240	10000
629001	4932.YBL076C	335	42234
630064	4932.YDR221W	13.3	757
629430	4932.YCL054W	58.1	3613
630158	4932.YDR310C	21.0	2233
635286	4932.YPR047W	15.9	797
630001	4932.YDR168W	118	6140
634618	4932.YOR096W	2754	54231
631094	4932.YGL201C	60.6	6313
634604	4932.YOR081C	4.15	357
633515	4932.YML117W	21.5	1598
629870	4932.YDR041W	20.3	483
634949	4932.YPL009C	29.0	3177
634488	4932.YOL143C	358	5634
633181	4932.YLR285W	44.9	848
629071	4932.YBR025C	651	26923
631896	4932.YIL082W-A	1.62	863
634140	4932.YNL232W	77.4	1874
633338	4932.YLR427W	5.36	349
629127	4932.YBR077C	38.6	487
632962	4932.YLR093C	54.2	1031
635009	4932.YPL068C	0.115	6
629284	4932.YBR217W	0.314	7
633686	4932.YMR140W	15.2	805
628835	4932.YAL034W-A	6.59	168
632752	4932.YKR063C	1.39	76
629259	4932.YBR196C	1722	89228
630266	4932.YDR405W	18.1	334
633420	4932.YML032C	16.9	726
632790	4932.YKR099W	3.89	276
631311	4932.YGR142W	0.949	33
631746	4932.YHR177W	0.354	22
632478	4932.YKL026C	36.0	511
629880	4932.YDR051C	17.8	673
630717	4932.YER171W	9.13	697
629865	4932.YDR036C	29.9	1701
633210	4932.YLR310C	9.3	1592
629130	4932.YBR080C	69.7	5766
634088	4932.YNL180C	43.4	1407
632329	4932.YJR046W	4.02	337
630358	4932.YDR495C	2.34	221
632873	4932.YLR005W	7.63	473
631912	4932.YIL098C	41.2	379
632918	4932.YLR049C	1.01	67
631739	4932.YHR171W	2.71	255
635146	4932.YPL199C	50.6	981
634534	4932.YOR017W	2.33	174
633182	4932.YLR286C	23.0	866
630376	4932.YDR512C	4.71	100
634234	4932.YNL323W	26.3	1110
629245	4932.YBR183W	1.68	47
633258	4932.YLR355C	2187	88257
631643	4932.YHR082C	30.3	2782
631443	4932.YGR264C	233	20106
633762	4932.YMR205C	733	57788
629780	4932.YDL207W	30.7	1619
633562	4932.YMR026C	27.2	1336
632787	4932.YKR096W	3.05	501
628979	4932.YBL058W	159	6544
633340	4932.YLR429W	110	8128
631947	4932.YIL129C	3.39	913
632671	4932.YKL208W	0.9	16
634928	4932.YOR385W	7.69	205
628797	4932.YAL002W	1.42	204
634132	4932.YNL224C	10.2	515
630146	4932.YDR298C	494	10312
631205	4932.YGR041W	0.916	45
629595	4932.YDL031W	39.4	3949
630895	4932.YGL008C	1495	187778
632155	4932.YJL107C	0.457	8
632083	4932.YJL039C	57.9	11519
632603	4932.YKL142W	356	6928
632335	4932.YJR052W	5.6	263
633807	4932.YMR247C	8.22	1596
630847	4932.YFR025C	13.6	572
630265	4932.YDR404C	35.6	737
633286	4932.YLR380W	58.8	2590
631737	4932.YHR169W	15.0	819
631780	4932.YHR206W	14.8	626
629334	4932.YBR262C	22.8	371
629997	4932.YDR164C	15.9	1480
634872	4932.YOR334W	0.276	22
635096	4932.YPL152W	7.79	255
632195	4932.YJL143W	27.2	427
633155	4932.YLR262C	82.9	3476
634972	4932.YPL032C	49.5	3257
628812	4932.YAL016W	106	5942
633081	4932.YLR192C	282	6210
633289	4932.YLR383W	0.963	103
629618	4932.YDL054C	0.797	36
629172	4932.YBR117C	81.0	4578
630850	4932.YFR028C	82.6	5479
631897	4932.YIL083C	31.6	1581
629269	4932.YBR202W	132	12134
632545	4932.YKL089W	1.37	70
633684	4932.YMR138W	0.335	16
634208	4932.YNL297C	8.26	1620
634465	4932.YOL120C	2873	41669
631644	4932.YHR083W	12.9	407
630004	4932.YDR170C	35.8	8079
632151	4932.YJL103C	0.398	52
629035	4932.YBL106C	0.409	80
630830	4932.YFR010W	126	7036
633566	4932.YMR030W	1.47	43
631924	4932.YIL107C	21.1	1720
634957	4932.YPL017C	2.94	174
633800	4932.YMR242C	2546	52950
629850	4932.YDR025W	2241	52691
635028	4932.YPL087W	10.1	233
635137	4932.YPL190C	47.8	2623
635219	4932.YPL267W	5.36	86
629062	4932.YBR016W	81.3	696
630564	4932.YER048W-A	121	925
631031	4932.YGL140C	4.68	534
631039	4932.YGL148W	330	14797
634335	4932.YOL001W	5.88	164
632097	4932.YJL052W	5269	475239
632170	4932.YJL122W	115	1150
630162	4932.YDR314C	0.128	38
632852	4932.YLL054C	0.243	28
632302	4932.YJR019C	33.7	1040
631732	4932.YHR165C	4.56	1226
630144	4932.YDR296W	25.5	627
632595	4932.YKL135C	17.2	1389
630926	4932.YGL038C	15.1	738
631909	4932.YIL095W	15.2	1349
629956	4932.YDR122W	22.0	2917
630874	4932.YFR047C	68.9	1606
631928	4932.YIL111W	80.6	1837
631775	4932.YHR201C	42.6	1730
630868	4932.YFR041C	24.8	573
629546	4932.YCR095C	6.33	218
634772	4932.YOR239W	124	4807
630523	4932.YER014W	16.2	1396
631301	4932.YGR132C	155	4204
632035	4932.YIR033W	3.98	347
632604	4932.YKL143W	26.6	1019
630501	4932.YEL075C	3.17	880
630652	4932.YER118C	3.03	90
634131	4932.YNL223W	2.23	133
629855	4932.YDR030C	0.053	6
629468	4932.YCR020C	1.03	29
633335	4932.YLR424W	0.88	85
633195	4932.YLR297W	4.42	28
632912	4932.YLR043C	1061	17220
633677	4932.YMR132C	7.17	145
633611	4932.YMR071C	89.1	932
632181	4932.YJL131C	9.82	263
630573	4932.YER056C	39.8	902
630639	4932.YER105C	56.2	9763
630369	4932.YDR506C	0.598	40
630488	4932.YEL062W	8.04	386
630185	4932.YDR332W	0.181	66
634099	4932.YNL191W	5.69	256
633257	4932.YLR354C	907	31725
628947	4932.YBL029C-A	39.5	447
633881	4932.YMR314W	267	7661
630008	4932.YDR173C	19.7	629
632136	4932.YJL088W	68.7	3315
635187	4932.YPL239W	148	3823
632480	4932.YKL028W	13.2	727
634995	4932.YPL054W	0.416	19
629483	4932.YCR031C	3113	75338
629788	4932.YDL215C	43.8	5221
632608	4932.YKL146W	7.71	364
631976	4932.YIL156W	3.47	369
630218	4932.YDR363W-A	210	1746
635328	4932.YPR088C	53.5	3465
634256	4932.YNR003C	20.4	745
629597	4932.YDL033C	1.44	61
633505	4932.YML108W	9.05	99
630796	4932.YFL045C	601	18837
630250	4932.YDR389W	14.5	792
631899	4932.YIL085C	3.2	210
631072	4932.YGL181W	29.4	836
630247	4932.YDR386W	1.19	94
630905	4932.YGL017W	7.04	427
632022	4932.YIR022W	41.0	755
635400	4932.YPR156C	25.7	1348
631977	4932.YIL156W-A	0.043	9
631984	4932.YIL162W	24.7	1246
633300	4932.YLR394W	2.05	148
633157	4932.YLR263W	1.24	114
629070	4932.YBR024W	10.2	267
635204	4932.YPL254W	341	15971
631457	4932.YGR277C	27.5	1192
633897	4932.YNL001W	32.9	1368
633969	4932.YNL069C	2027	31575
631411	4932.YGR233C	13.9	2040
633299	4932.YLR393W	9.09	273
632741	4932.YKR052C	13.7	350
630626	4932.YER093C	1.08	155
631969	4932.YIL149C	36.7	6181
629212	4932.YBR152W	8.88	150
634948	4932.YPL008W	1.19	156
632143	4932.YJL095W	20.8	2499
633723	4932.YMR172W	3.67	209
632541	4932.YKL085W	742	29718
628844	4932.YAL041W	14.5	1293
634456	4932.YOL111C	149	3682
634829	4932.YOR296W	0.377	52
629324	4932.YBR253W	13.6	198
632810	4932.YLL012W	3.27	225
634899	4932.YOR358W	3.79	105
635252	4932.YPR015C	0.266	10
630841	4932.YFR019W	3.71	670
632382	4932.YJR099W	25.4	661
629928	4932.YDR098C	135	3702
630028	4932.YDR190C	137	8644
632805	4932.YLL007C	1.38	181
630876	4932.YFR049W	137	1896
635373	4932.YPR133C	110	5213
634166	4932.YNL258C	6.74	595
631884	4932.YIL070C	565	7103
630845	4932.YFR023W	0.064	53
635193	4932.YPL245W	13.4	595
632646	4932.YKL182W	509	116063
632653	4932.YKL188C	1.48	170
630900	4932.YGL013C	6.57	588
632104	4932.YJL059W	0.176	5
635403	4932.YPR158C-D	305	2240460
634081	4932.YNL173C	84.9	3005
635064	4932.YPL121C	0.499	45
630092	4932.YDR248C	18.3	374
629148	4932.YBR095C	15.3	564
634473	4932.YOL128C	4.86	258
631346	4932.YGR170W	4.0	315
633744	4932.YMR190C	2.45	392
633051	4932.YLR163C	46.5	1792
631689	4932.YHR127W	23.1	701
630682	4932.YER143W	27.2	1462
630806	4932.YFL055W	0.051	25
634794	4932.YOR262W	8.7	376
633844	4932.YMR282C	2.37	142
632564	4932.YKL105C	9.46	896
635138	4932.YPL191C	2.37	88
630722	4932.YER175C	39.7	1316
632667	4932.YKL204W	74.5	3091
633866	4932.YMR302C	16.7	1697
631782	4932.YHR208W	623	33229
631430	4932.YGR251W	38.7	484
632094	4932.YJL050W	46.3	5691
634404	4932.YOL065C	7.29	325
634566	4932.YOR046C	156	9409
632801	4932.YLL004W	2.64	220
632253	4932.YJL199C	0.429	7
631542	4932.YHR002W	0.542	27
631292	4932.YGR123C	42.3	2108
635106	4932.YPL161C	4.84	509
631804	4932.YIL001W	0.038	65
629939	4932.YDR107C	3.95	454
632501	4932.YKL048C	0.537	42
629642	4932.YDL078C	224	9149
628996	4932.YBL071W-A	2.66	25
633191	4932.YLR293C	964	32194
631374	4932.YGR197C	1.67	75
635433	4932.YPR179C	5.7	434
630547	4932.YER036C	296	17872
629588	4932.YDL025C	68.1	4549
632332	4932.YJR049C	23.8	954
630530	4932.YER020W	23.4	1140
631356	4932.YGR179C	2.03	86
629139	4932.YBR087W	37.4	1656
634576	4932.YOR056C	34.2	1425
632486	4932.YKL033W-A	103	2883
632186	4932.YJL135W	0.582	5
634103	4932.YNL195C	28.7	378
630347	4932.YDR484W	7.03	351
635141	4932.YPL194W	1.46	102
634823	4932.YOR291W	3.89	632
632337	4932.YJR054W	0.661	43
629652	4932.YDL086W	90.0	3406
629690	4932.YDL123W	7.4	80
633848	4932.YMR286W	51.7	392
630026	4932.YDR188W	170	8261
633946	4932.YNL048W	16.3	807
635212	4932.YPL260W	87.9	4906
632318	4932.YJR035W	0.262	26
632940	4932.YLR071C	8.49	1142
630018	4932.YDR182W	17.4	798
631241	4932.YGR076C	48.0	402
631070	4932.YGL179C	4.22	262
630192	4932.YDR339C	23.2	479
635102	4932.YPL157W	1.67	53
633540	4932.YMR006C	11.9	759
631998	4932.YIR003W	49.8	3601
632494	4932.YKL041W	39.6	403
629858	4932.YDR033W	376	8482
629593	4932.YDL029W	171	6582
631546	4932.YHR005C-A	567	7753
629537	4932.YCR087C-A	86.4	1336
634553	4932.YOR034C	1.92	179
633167	4932.YLR272C	2.11	342
629214	4932.YBR154C	173	3992
632634	4932.YKL170W	36.2	511
629911	4932.YDR081C	5.02	445
629810	4932.YDL237W	25.6	1521
629996	4932.YDR163W	25.4	339
